,period_open,period_close,transactions,positions,gross_leverage,starting_exposure,net_leverage,returns,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,long_exposure,pnl,short_exposure,capital_used,orders,BTC,algorithm_period_return,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algo_volatility,benchmark_period_return,benchmark_volatility
2019-02-14 21:00:00+00:00,2019-02-14 14:31:00+00:00,2019-02-14 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 42.7}]",0.042767706839729185,4254.5,0.042767706839729185,0.00015526987923508706,4270.0,4254.5,4270.0,95571.68699999999,95571.68699999999,99841.68699999999,1,0,4270.0,0.0,4270.0,15.5,0.0,0.0,[],42.7,-0.0015831299999999882,,,-0.09873803408500964,-0.13301480710422328,-0.02216555892962414,0.05723192692385141,0.0,0.0,269,2019-02,0.014037751251682624,0.0,0.0
2019-02-15 21:00:00+00:00,2019-02-15 14:31:00+00:00,2019-02-15 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 42.605000000000004}]",0.04267661691113709,4270.0,0.04267661691113709,-9.515063582610228e-05,4260.5,4270.0,4260.5,95571.68699999999,95571.68699999999,99832.18699999999,1,0,4260.5,0.0,4260.5,-9.5,0.0,0.0,[],42.605000000000004,-0.0016781299999999444,,,-0.1048918019163102,-0.14130105168519613,-0.02216555892962414,0.05723192692385141,0.0,0.0,270,2019-02,0.01401190216399691,0.0,0.0
2019-02-19 21:00:00+00:00,2019-02-19 14:31:00+00:00,2019-02-19 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 42.732}]",0.04279838586025943,4260.5,0.04279838586025943,0.00012721348075839245,4273.2,4260.5,4273.2,95571.68699999999,95571.68699999999,99844.88699999999,1,0,4273.2,0.0,4273.2,12.69999999999709,0.0,0.0,[],42.732,-0.0015511300000000672,,,-0.09623666060114894,-0.12964616840763232,-0.02216555892962414,0.05723192692385141,0.0,0.0,271,2019-02,0.013986518567397719,0.0,0.0
2019-02-20 21:00:00+00:00,2019-02-20 14:31:00+00:00,2019-02-20 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.007}]",0.043061952649634784,4273.2,0.043061952649634784,0.0002754272234291033,4300.7,4273.2,4300.7,95571.68699999999,95571.68699999999,99872.38699999999,1,0,4300.7,0.0,4300.7,27.5,0.0,0.0,[],43.007,-0.001276130000000042,,,-0.07776755186063357,-0.10478423999852421,-0.02216555892962414,0.05723192692385141,0.0,0.0,272,2019-02,0.013963304810643548,0.0,0.0
2019-02-21 21:00:00+00:00,2019-02-21 14:31:00+00:00,2019-02-21 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 42.765}]",0.042830021540601435,4300.7,0.042830021540601435,-0.0002423092180624531,4276.5,4300.7,4276.5,95571.68699999999,95571.68699999999,99848.18699999999,1,0,4276.5,0.0,4276.5,-24.19999999999709,0.0,0.0,[],42.765,-0.0015181300000000064,,,-0.09366085487102797,-0.12618310294090582,-0.02216555892962414,0.05723192692385141,0.0,0.0,273,2019-02,0.013939488954701701,0.0,0.0
2019-02-22 21:00:00+00:00,2019-02-22 14:31:00+00:00,2019-02-22 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.243}]",0.043288025173623845,4276.5,0.043288025173623845,0.00047872676947058324,4324.3,4276.5,4324.3,95571.68699999999,95571.68699999999,99895.987,1,0,4324.3,0.0,4324.3,47.80000000000291,0.0,0.0,[],43.243,-0.001040129999999917,,,-0.061812307394836424,-0.08332139944853396,-0.02216555892962414,0.05723192692385141,0.0,0.0,274,2019-02,0.013921672362644019,0.0,0.0
2019-02-25 21:00:00+00:00,2019-02-25 14:31:00+00:00,2019-02-25 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.557}]",0.04358865102717036,4324.3,0.04358865102717036,0.00031432694088096014,4355.7,4324.3,4355.7,95571.68699999999,95571.68699999999,99927.38699999999,1,0,4355.7,0.0,4355.7,31.39999999999418,0.0,0.0,[],43.557,-0.0007261299999999915,,,-0.04096267624990951,-0.055229490881917954,-0.02216555892962414,0.05723192692385141,0.0,0.0,275,2019-02,0.013899573040319102,0.0,0.0
2019-02-26 21:00:00+00:00,2019-02-26 14:31:00+00:00,2019-02-26 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.583}]",0.04361353514436062,4355.7,0.04361353514436062,2.6018893098944673e-05,4358.3,4355.7,4358.3,95571.68699999999,95571.68699999999,99929.987,1,0,4358.3,0.0,4358.3,2.6000000000058208,0.0,0.0,[],43.583,-0.00070012999999991,,,-0.03917633653730179,-0.05282074116174371,-0.02216555892962414,0.05723192692385141,0.0,0.0,276,2019-02,0.013874304385123852,0.0,0.0
2019-02-27 21:00:00+00:00,2019-02-27 14:31:00+00:00,2019-02-27 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.717}]",0.04374176352458418,4358.3,0.04374176352458418,0.00013409388315044346,4371.7,4358.3,4371.7,95571.68699999999,95571.68699999999,99943.38699999999,1,0,4371.7,0.0,4371.7,13.39999999999418,0.0,0.0,[],43.717,-0.0005661299999998315,,,-0.030295883580174522,-0.04084891838998227,-0.02216555892962414,0.05723192692385141,0.0,0.0,277,2019-02,0.013849756695830025,0.0,0.0
2019-02-28 21:00:00+00:00,2019-02-28 14:31:00+00:00,2019-02-28 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.287}]",0.04333016247474597,4371.7,0.04333016247474597,-0.0004302435737943977,4328.7,4371.7,4328.7,95571.68699999999,95571.68699999999,99900.38699999999,1,0,4328.7,0.0,4328.7,-43.0,0.0,0.0,[],43.287,-0.000996129999999762,,,-0.05842676411315509,-0.07874966603508907,-0.02216555892962414,0.05723192692385141,0.0,0.0,278,2019-02,0.013830755068253394,0.0,0.0
2019-03-01 21:00:00+00:00,2019-03-01 14:31:00+00:00,2019-03-01 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.743}]",0.04376663967508771,4328.7,0.04376663967508771,0.00045645468820865176,4374.3,4328.7,4374.3,95571.68699999999,95571.68699999999,99945.987,1,0,4374.3,0.0,4374.3,45.60000000000582,0.0,0.0,[],43.743,-0.000540129999999639,,,-0.028445295667776628,-0.038358519843638854,-0.02216555892962414,0.05723192692385141,0.0,0.0,279,2019-03,0.013812767076338637,0.0,0.0
2019-03-04 21:00:00+00:00,2019-03-04 14:31:00+00:00,2019-03-04 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.963}]",0.04397707838210247,4374.3,0.04397707838210247,0.00022011889281747798,4396.3,4374.3,4396.3,95571.68699999999,95571.68699999999,99967.987,1,0,4396.3,0.0,4396.3,22.0,0.0,0.0,[],43.963,-0.000320129999999752,,,-0.01402492262379835,-0.01891470550719998,-0.02216555892962414,0.05723192692385141,0.0,0.0,280,2019-03,0.013789594524106762,0.0,0.0
2019-03-05 21:00:00+00:00,2019-03-05 14:31:00+00:00,2019-03-05 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.882}]",0.04389960945033882,4396.3,0.04389960945033882,-8.102593883385634e-05,4388.2,4396.3,4388.2,95571.68699999999,95571.68699999999,99959.88699999999,1,0,4388.2,0.0,4388.2,-8.10000000000582,0.0,0.0,[],43.882,-0.00040112999999986076,,,-0.019278643758336114,-0.025999629931213103,-0.02216555892962414,0.05723192692385141,0.0,0.0,281,2019-03,0.013765158053191803,0.0,0.0
2019-03-06 21:00:00+00:00,2019-03-06 14:31:00+00:00,2019-03-06 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.63}]",0.043658514685696675,4388.2,0.043658514685696675,-0.00025210112532436657,4363.0,4388.2,4363.0,95571.68699999999,95571.68699999999,99934.68699999999,1,0,4363.0,0.0,4363.0,-25.19999999999709,0.0,0.0,[],43.63,-0.0006531299999997797,,,-0.03563453090860523,-0.048051282277497935,-0.02216555892962414,0.05723192692385141,0.0,0.0,282,2019-03,0.013742692313122432,0.0,0.0
2019-03-07 21:00:00+00:00,2019-03-07 14:31:00+00:00,2019-03-07 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.125}]",0.0431750022653736,4363.0,0.0431750022653736,-0.000505330046213115,4312.5,4363.0,4312.5,95571.68699999999,95571.68699999999,99884.18699999999,1,0,4312.5,0.0,4312.5,-50.5,0.0,0.0,[],43.125,-0.0011581299999997574,,,-0.06833191725632595,-0.09209551242291658,-0.02216555892962414,0.05723192692385141,0.0,0.0,283,2019-03,0.013726525811734116,0.0,0.0
2019-03-08 21:00:00+00:00,2019-03-08 14:31:00+00:00,2019-03-08 21:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 43.228}]",0.043273659336175385,4312.5,0.043273659336175385,0.00010311942570062627,4322.8,4312.5,4322.8,95571.68699999999,95571.68699999999,99894.487,1,0,4322.8,0.0,4322.8,10.30000000000291,0.0,0.0,[],43.228,-0.0010551299999995711,,,-0.061532515928472184,-0.08293322198527317,-0.02216555892962414,0.05723192692385141,0.0,0.0,284,2019-03,0.01370262213948659,0.0,0.0
2019-03-11 20:00:00+00:00,2019-03-11 13:31:00+00:00,2019-03-11 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 44.725}]",0.04470524609290893,4322.8,0.04470524609290893,0.0014985811979792985,4472.5,4322.8,4472.5,95571.68699999999,95571.68699999999,100044.18699999999,1,0,4472.5,0.0,4472.5,149.6999999999971,0.0,0.0,[],44.725,0.00044187000000039944,,,0.035259697079217514,0.047775187254600934,-0.02216555892962414,0.05723192692385141,0.0,0.0,285,2019-03,0.013751193001125745,0.0,0.0
2019-03-12 20:00:00+00:00,2019-03-12 13:31:00+00:00,2019-03-12 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 45.228}]",0.04518530576014641,4472.5,0.04518530576014641,0.0005027778375570335,4522.8,4472.5,4522.8,95571.68699999999,95571.68699999999,100094.487,1,0,4522.8,0.0,4522.8,50.30000000000291,0.0,0.0,[],45.228,0.0009448700000005417,,,0.06743124708279898,0.09141909257329647,-0.02216555892962414,0.05723192692385141,0.0,0.0,286,2019-03,0.013735095532428826,0.0,0.0
2019-03-13 20:00:00+00:00,2019-03-13 13:31:00+00:00,2019-03-13 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 45.428000000000004}]",0.04537605032126869,4522.8,0.04537605032126869,0.00019981120438727906,4542.8,4522.8,4542.8,95571.68699999999,95571.68699999999,100114.487,1,0,4542.8,0.0,4542.8,20.0,0.0,0.0,[],45.428000000000004,0.0011448700000005196,,,0.08010268230089589,0.10860732858105358,-0.02216555892962414,0.05723192692385141,0.0,0.0,287,2019-03,0.013712293821783817,0.0,0.0
2019-03-14 20:00:00+00:00,2019-03-14 13:31:00+00:00,2019-03-14 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 45.932}]",0.04585638877623853,4542.8,0.04585638877623853,0.0005034236453711483,4593.2,4542.8,4593.2,95571.68699999999,95571.68699999999,100164.88699999999,1,0,4593.2,0.0,4593.2,50.39999999999418,0.0,0.0,[],45.932,0.0016488700000005796,,,0.1120790740950361,0.1520499873373065,-0.02216555892962414,0.05723192692385141,0.0,0.0,288,2019-03,0.013696342143152861,0.0,0.0
2019-03-15 20:00:00+00:00,2019-03-15 13:31:00+00:00,2019-03-15 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 46.53}]",0.04642568751549207,4593.2,0.04642568751549207,0.0005970155988894721,4653.0,4593.2,4653.0,95571.68699999999,95571.68699999999,100224.68699999999,1,0,4653.0,0.0,4653.0,59.80000000000291,0.0,0.0,[],46.53,0.002246870000000678,,,0.14983861995346742,0.20344002551490992,-0.02216555892962414,0.05723192692385141,0.0,0.0,289,2019-03,0.013683673474176757,0.0,0.0
2019-03-18 20:00:00+00:00,2019-03-18 13:31:00+00:00,2019-03-18 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 47.005}]",0.046877405795487444,4653.0,0.046877405795487444,0.0004739351293758798,4700.5,4653.0,4700.5,95571.68699999999,95571.68699999999,100272.18699999999,1,0,4700.5,0.0,4700.5,47.5,0.0,0.0,[],47.005,0.0027218700000006812,,,0.17963911424227083,0.24402270674125923,-0.02216555892962414,0.05723192692385141,0.0,0.0,290,2019-03,0.013666878157610727,0.0,0.0
2019-03-19 20:00:00+00:00,2019-03-19 13:31:00+00:00,2019-03-19 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 46.632}]",0.046522724168881445,4700.5,0.046522724168881445,-0.00037198749838773804,4663.2,4700.5,4663.2,95571.68699999999,95571.68699999999,100234.88699999999,1,0,4663.2,0.0,4663.2,-37.30000000000291,0.0,0.0,[],46.632,0.0023488700000007245,,,0.1556673766522372,0.2114042546862343,-0.02216555892962414,0.05723192692385141,0.0,0.0,291,2019-03,0.013647918007183919,0.0,0.0
2019-03-20 20:00:00+00:00,2019-03-20 13:31:00+00:00,2019-03-20 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 47.04}]",0.04691067337190121,4663.2,0.04691067337190121,0.0004070439067787035,4704.0,4663.2,4704.0,95571.68699999999,95571.68699999999,100275.68699999999,1,0,4704.0,0.0,4704.0,40.80000000000291,0.0,0.0,[],47.04,0.0027568700000006885,,,0.18111801717739912,0.24605690711320485,-0.02216555892962414,0.05723192692385141,0.0,0.0,292,2019-03,0.013629479231732609,0.0,0.0
2019-03-21 20:00:00+00:00,2019-03-21 13:31:00+00:00,2019-03-21 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 48.772}]",0.0485540471941715,4704.0,0.0485540471941715,0.001727238228744321,4877.2,4704.0,4877.2,95571.68699999999,95571.68699999999,100448.88699999999,1,0,4877.2,0.0,4877.2,173.1999999999971,0.0,0.0,[],48.772,0.004488870000000755,,,0.28802493735269874,0.3939643311238511,-0.02216555892962414,0.05723192692385141,0.0,0.0,293,2019-03,0.013699028983760679,0.0,0.0
2019-03-22 20:00:00+00:00,2019-03-22 13:31:00+00:00,2019-03-22 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 47.763}]",0.04759736734928226,4877.2,0.04759736734928226,-0.0010044909706167227,4776.3,4877.2,4776.3,95571.68699999999,95571.68699999999,100347.987,1,0,4776.3,0.0,4776.3,-100.89999999999418,0.0,0.0,[],47.763,0.0034798700000007177,,,0.22404455277009916,0.30585903995086544,-0.02216555892962414,0.05723192692385141,0.0,0.0,294,2019-03,0.013708206905326342,0.0,0.0
2019-03-25 20:00:00+00:00,2019-03-25 13:31:00+00:00,2019-03-25 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 47.185}]",0.04704847145214716,4776.3,0.04704847145214716,-0.0005759956101560881,4718.5,4776.3,4718.5,95571.68699999999,95571.68699999999,100290.18699999999,1,0,4718.5,0.0,4718.5,-57.80000000000291,0.0,0.0,[],47.185,0.0029018700000007502,,,0.1875630515928682,0.25589543518446756,-0.02216555892962414,0.05723192692385141,0.0,0.0,295,2019-03,0.013695667252808753,0.0,0.0
2019-03-26 20:00:00+00:00,2019-03-26 13:31:00+00:00,2019-03-26 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 46.697}]",0.04658455094999834,4718.5,0.04658455094999834,-0.00048658798492418054,4669.700000000001,4718.5,4669.700000000001,95571.68699999999,95571.68699999999,100241.38699999999,1,0,4669.700000000001,0.0,4669.700000000001,-48.80000000000291,0.0,0.0,[],46.697,0.0024138700000007063,,,0.15686017761880566,0.21391142776330088,-0.02216555892962414,0.05723192692385141,0.0,0.0,296,2019-03,0.013680115981979149,0.0,0.0
2019-03-27 20:00:00+00:00,2019-03-27 13:31:00+00:00,2019-03-27 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 47.118}]",0.04698480418815114,4669.700000000001,0.04698480418815114,0.0004199862078924088,4711.8,4669.700000000001,4711.8,95571.68699999999,95571.68699999999,100283.487,1,0,4711.8,0.0,4711.8,42.10000000000582,0.0,0.0,[],47.118,0.002834870000000711,,,0.18261947003253204,0.24913403936611947,-0.02216555892962414,0.05723192692385141,0.0,0.0,297,2019-03,0.01366224652935601,0.0,0.0
2019-03-28 20:00:00+00:00,2019-03-28 13:31:00+00:00,2019-03-28 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 47.18}]",0.047043720457518236,4711.8,0.047043720457518236,6.18247349137846e-05,4718.0,4711.8,4718.0,95571.68699999999,95571.68699999999,100289.68699999999,1,0,4718.0,0.0,4718.0,6.19999999999709,0.0,0.0,[],47.18,0.0028968700000007175,,,0.1861458554038299,0.2539449389887849,-0.02216555892962414,0.05723192692385141,0.0,0.0,298,2019-03,0.013639310300397878,0.0,0.0
2019-03-29 20:00:00+00:00,2019-03-29 13:31:00+00:00,2019-03-29 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 47.487}]",0.04733534371234035,4718.0,0.04733534371234035,0.0003061132297681457,4748.7,4718.0,4748.7,95571.68699999999,95571.68699999999,100320.38699999999,1,0,4748.7,0.0,4748.7,30.69999999999709,0.0,0.0,[],47.487,0.0032038700000007747,,,0.20474195220659583,0.27936826848224533,-0.02216555892962414,0.05723192692385141,0.0,0.0,299,2019-03,0.013619118317593768,0.0,0.0
2019-04-01 20:00:00+00:00,2019-04-01 13:31:00+00:00,2019-04-01 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 47.81}]",0.04764197295484475,4748.7,0.04764197295484475,0.00032196845492626913,4781.0,4748.7,4781.0,95571.68699999999,95571.68699999999,100352.68699999999,1,0,4781.0,0.0,4781.0,32.30000000000291,0.0,0.0,[],47.81,0.003526870000000626,,,0.22424399493341307,0.3060440810408556,-0.02216555892962414,0.05723192692385141,0.0,0.0,300,2019-04,0.013599310393193674,0.0,0.0
2019-04-02 20:00:00+00:00,2019-04-02 13:31:00+00:00,2019-04-02 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 48.505}]",0.04830107912308264,4781.0,0.04830107912308264,0.0006925574399418988,4850.5,4781.0,4850.5,95571.68699999999,95571.68699999999,100422.18699999999,1,0,4850.5,0.0,4850.5,69.5,0.0,0.0,[],48.505,0.004221870000000738,,,0.2662994508529929,0.36382053963533645,-0.02216555892962414,0.05723192692385141,0.0,0.0,301,2019-04,0.013590894647348537,0.0,0.0
2019-04-03 20:00:00+00:00,2019-04-03 13:31:00+00:00,2019-04-03 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 48.838}]",0.04861655789892294,4850.5,0.04861655789892294,0.0003316000277906461,4883.8,4850.5,4883.8,95571.68699999999,95571.68699999999,100455.487,1,0,4883.8,0.0,4883.8,33.30000000000291,0.0,0.0,[],48.838,0.004554870000000655,,,0.28618746944642026,0.3910787252616606,-0.02216555892962414,0.05723192692385141,0.0,0.0,302,2019-04,0.013571393902970004,0.0,0.0
2019-04-04 20:00:00+00:00,2019-04-04 13:31:00+00:00,2019-04-04 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 48.923}]",0.04869705200929365,4883.8,0.04869705200929365,8.461459153541462e-05,4892.3,4883.8,4892.3,95571.68699999999,95571.68699999999,100463.987,1,0,4892.3,0.0,4892.3,8.5,0.0,0.0,[],48.923,0.0046398700000005455,,,0.29090719725176695,0.3975304248979672,-0.02216555892962414,0.05723192692385141,0.0,0.0,303,2019-04,0.013549053056879829,0.0,0.0
2019-04-05 20:00:00+00:00,2019-04-05 13:31:00+00:00,2019-04-05 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 49.25}]",0.04900659063517189,4892.3,0.04900659063517189,0.0003254897697817505,4925.0,4892.3,4925.0,95571.68699999999,95571.68699999999,100496.68699999999,1,0,4925.0,0.0,4925.0,32.69999999999709,0.0,0.0,[],49.25,0.004966870000000512,,,0.3103092395517169,0.4241335986007716,-0.02216555892962414,0.05723192692385141,0.0,0.0,304,2019-04,0.013529617834627087,0.0,0.0
2019-04-08 20:00:00+00:00,2019-04-08 13:31:00+00:00,2019-04-08 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 50.025}]",0.049739402815157735,4925.0,0.049739402815157735,0.0007711697003505158,5002.5,4925.0,5002.5,95571.68699999999,95571.68699999999,100574.18699999999,1,0,5002.5,0.0,5002.5,77.5,0.0,0.0,[],50.025,0.005741870000000704,,,0.35651413588565034,0.4879119662044482,-0.02216555892962414,0.05723192692385141,0.0,0.0,305,2019-04,0.013524746892397337,0.0,0.0
2019-04-09 20:00:00+00:00,2019-04-09 13:31:00+00:00,2019-04-09 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 49.875}]",0.0495976563533673,5002.5,0.0495976563533673,-0.00014914363662721364,4987.5,5002.5,4987.5,95571.68699999999,95571.68699999999,100559.18699999999,1,0,4987.5,0.0,4987.5,-15.0,0.0,0.0,[],49.875,0.005591870000000609,,,0.34681448941044335,0.47462053843639856,-0.02216555892962414,0.05723192692385141,0.0,0.0,306,2019-04,0.01350342049184881,0.0,0.0
2019-04-10 20:00:00+00:00,2019-04-10 13:31:00+00:00,2019-04-10 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 50.155}]",0.049862215552364544,4987.5,0.049862215552364544,0.0002784429830364754,5015.5,4987.5,5015.5,95571.68699999999,95571.68699999999,100587.18699999999,1,0,5015.5,0.0,5015.5,28.0,0.0,0.0,[],50.155,0.005871870000000667,,,0.3631493978557467,0.49704821568724633,-0.02216555892962414,0.05723192692385141,0.0,0.0,307,2019-04,0.013483393636245601,0.0,0.0
2019-04-11 20:00:00+00:00,2019-04-11 13:31:00+00:00,2019-04-11 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 49.737}]",0.04946721225509829,5015.5,0.04946721225509829,-0.0004155598863700982,4973.7,5015.5,4973.7,95571.68699999999,95571.68699999999,100545.38699999999,1,0,4973.7,0.0,4973.7,-41.80000000000291,0.0,0.0,[],49.737,0.005453870000000638,,,0.33715968478507435,0.4613335188630617,-0.02216555892962414,0.05723192692385141,0.0,0.0,308,2019-04,0.01346716484453908,0.0,0.0
2019-04-12 20:00:00+00:00,2019-04-12 13:31:00+00:00,2019-04-12 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 49.717}]",0.04944830434248252,4973.7,0.04944830434248252,-1.9891514266956456e-05,4971.7,4973.7,4971.7,95571.68699999999,95571.68699999999,100543.38699999999,1,0,4971.7,0.0,4971.7,-2.0,0.0,0.0,[],49.717,0.005433870000000729,,,0.3354078288198155,0.4589347670885718,-0.02216555892962414,0.05723192692385141,0.0,0.0,309,2019-04,0.01344532837524611,0.0,0.0
2019-04-15 20:00:00+00:00,2019-04-15 13:31:00+00:00,2019-04-15 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 49.807}]",0.04953338402598041,4971.7,0.04953338402598041,8.951359476272458e-05,4980.7,4971.7,4980.7,95571.68699999999,95571.68699999999,100552.38699999999,1,0,4980.7,0.0,4980.7,9.0,0.0,0.0,[],49.807,0.005523870000000652,,,0.34028498978173843,0.4656110803053923,-0.02216555892962414,0.05723192692385141,0.0,0.0,310,2019-04,0.013423709854388597,0.0,0.0
2019-04-16 20:00:00+00:00,2019-04-16 13:31:00+00:00,2019-04-16 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 49.812}]",0.04953811022850095,4980.7,0.04953811022850095,4.972532377633954e-06,4981.2,4980.7,4981.2,95571.68699999999,95571.68699999999,100552.88699999999,1,0,4981.2,0.0,4981.2,0.5,0.0,0.0,[],49.812,0.005528870000000685,,,0.3400397422860649,0.4652732695803984,-0.02216555892962414,0.05723192692385141,0.0,0.0,311,2019-04,0.013402046451284413,0.0,0.0
2019-04-17 20:00:00+00:00,2019-04-17 13:31:00+00:00,2019-04-17 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 50.783}]",0.05045504874233119,4981.2,0.05045504874233119,0.0009656609859447496,5078.3,4981.2,5078.3,95571.68699999999,95571.68699999999,100649.987,1,0,5078.3,0.0,5078.3,97.10000000000582,0.0,0.0,[],50.783,0.00649987000000074,,,0.3969835494057811,0.544285185114661,-0.02216555892962414,0.05723192692385141,0.0,0.0,312,2019-04,0.013407555245559033,0.0,0.0
2019-04-18 20:00:00+00:00,2019-04-18 13:31:00+00:00,2019-04-18 20:00:00+00:00,[],"[{'sid': Equity(3 [AAPL]), 'amount': 100, 'cost_basis': 44.28313, 'last_sale_price': 50.965}]",0.050626718846143524,5078.3,0.050626718846143524,0.00018082466319646606,5096.5,5078.3,5096.5,95571.68699999999,95571.68699999999,100668.18699999999,1,0,5096.5,0.0,5096.5,18.19999999999709,0.0,0.0,[],50.965,0.006681870000000867,,,0.4072033911748535,0.5583262433564495,-0.02216555892962414,0.05723192692385141,0.0,0.0,313,2019-04,0.013386818523485614,0.0,0.0
